,age_group,canton,pop_size,sex
2837,0 - 9,NW,209,Männlich
2838,10 - 19,NW,194,Männlich
2839,10 - 19,NW,211,Männlich
2840,10 - 19,NW,210,Männlich
2841,10 - 19,NW,240,Männlich
2842,10 - 19,NW,193,Männlich
2843,10 - 19,NW,205,Männlich
2844,10 - 19,NW,223,Männlich
2845,10 - 19,NW,225,Männlich
2846,10 - 19,NW,188,Männlich
2847,10 - 19,NW,206,Männlich
2848,20 - 29,NW,230,Männlich
2849,20 - 29,NW,264,Männlich
2850,20 - 29,NW,248,Männlich
2851,20 - 29,NW,283,Männlich
2852,20 - 29,NW,249,Männlich
2853,20 - 29,NW,277,Männlich
2854,20 - 29,NW,279,Männlich
2855,20 - 29,NW,264,Männlich
2856,20 - 29,NW,279,Männlich
2857,20 - 29,NW,300,Männlich
2858,30 - 39,NW,323,Männlich
2859,30 - 39,NW,329,Männlich
2860,30 - 39,NW,266,Männlich
2861,30 - 39,NW,289,Männlich
2862,30 - 39,NW,291,Männlich
2863,30 - 39,NW,298,Männlich
2864,30 - 39,NW,245,Männlich
2865,30 - 39,NW,285,Männlich
2866,30 - 39,NW,276,Männlich
2867,30 - 39,NW,291,Männlich
2868,40 - 49,NW,287,Männlich
2869,40 - 49,NW,255,Männlich
2870,40 - 49,NW,255,Männlich
2871,40 - 49,NW,319,Männlich
2872,40 - 49,NW,310,Männlich
2873,40 - 49,NW,282,Männlich
2874,40 - 49,NW,270,Männlich
2875,40 - 49,NW,259,Männlich
2876,40 - 49,NW,316,Männlich
2877,40 - 49,NW,289,Männlich
2878,50 - 59,NW,397,Männlich
2879,50 - 59,NW,407,Männlich
2880,50 - 59,NW,429,Männlich
2881,50 - 59,NW,339,Männlich
2882,50 - 59,NW,365,Männlich
2883,50 - 59,NW,390,Männlich
2884,50 - 59,NW,383,Männlich
2885,50 - 59,NW,362,Männlich
2886,50 - 59,NW,358,Männlich
2887,50 - 59,NW,385,Männlich
2888,60 - 69,NW,335,Männlich
2889,60 - 69,NW,283,Männlich
2890,60 - 69,NW,230,Männlich
2891,60 - 69,NW,322,Männlich
2892,60 - 69,NW,256,Männlich
2893,60 - 69,NW,258,Männlich
2894,60 - 69,NW,297,Männlich
2895,60 - 69,NW,275,Männlich
2896,60 - 69,NW,331,Männlich
2897,60 - 69,NW,289,Männlich
2898,70 - 79,NW,235,Männlich
2899,70 - 79,NW,261,Männlich
2900,70 - 79,NW,209,Männlich
2901,70 - 79,NW,130,Männlich
2902,70 - 79,NW,184,Männlich
2903,70 - 79,NW,232,Männlich
2904,70 - 79,NW,156,Männlich
2905,70 - 79,NW,219,Männlich
2906,70 - 79,NW,269,Männlich
2907,70 - 79,NW,149,Männlich
2908,80+,NW,59,Männlich
2909,80+,NW,72,Männlich
2910,80+,NW,102,Männlich
2911,80+,NW,14,Männlich
2912,80+,NW,29,Männlich
2913,80+,NW,8,Männlich
2914,80+,NW,1,Männlich
2915,80+,NW,2,Männlich
2916,80+,NW,103,Männlich
2917,80+,NW,1,Männlich
2918,80+,NW,6,Männlich
2919,80+,NW,9,Männlich
2920,80+,NW,24,Männlich
2921,80+,NW,80,Männlich
2922,80+,NW,47,Männlich
2923,80+,NW,35,Männlich
2924,80+,NW,52,Männlich
2925,80+,NW,24,Männlich
2926,80+,NW,100,Männlich
2927,80+,NW,2,Männlich
2928,80+,NW,101,Männlich
2929,0 - 9,NW,178,Weiblich
2930,0 - 9,NW,182,Weiblich
2931,0 - 9,NW,205,Weiblich
2932,0 - 9,NW,191,Weiblich
2933,0 - 9,NW,186,Weiblich
2934,0 - 9,NW,224,Weiblich
2935,0 - 9,NW,187,Weiblich
2936,0 - 9,NW,209,Weiblich
2937,0 - 9,NW,190,Weiblich
2938,0 - 9,NW,162,Weiblich
2939,10 - 19,NW,180,Weiblich
2940,10 - 19,NW,170,Weiblich
2941,10 - 19,NW,207,Weiblich
2942,10 - 19,NW,177,Weiblich
2943,10 - 19,NW,179,Weiblich
2944,10 - 19,NW,181,Weiblich
2945,10 - 19,NW,189,Weiblich
2946,10 - 19,NW,191,Weiblich
2947,10 - 19,NW,199,Weiblich
2948,10 - 19,NW,189,Weiblich
2949,20 - 29,NW,248,Weiblich
2950,20 - 29,NW,252,Weiblich
2951,20 - 29,NW,248,Weiblich
2952,20 - 29,NW,224,Weiblich
2953,20 - 29,NW,200,Weiblich
2954,20 - 29,NW,270,Weiblich
2955,20 - 29,NW,231,Weiblich
2956,20 - 29,NW,199,Weiblich
2957,20 - 29,NW,258,Weiblich
2958,20 - 29,NW,245,Weiblich
2959,30 - 39,NW,251,Weiblich
2960,30 - 39,NW,258,Weiblich
2961,30 - 39,NW,282,Weiblich
2962,30 - 39,NW,266,Weiblich
2963,30 - 39,NW,257,Weiblich
2964,30 - 39,NW,258,Weiblich
2965,30 - 39,NW,248,Weiblich
2966,30 - 39,NW,271,Weiblich
2967,30 - 39,NW,265,Weiblich
2968,30 - 39,NW,264,Weiblich
2969,40 - 49,NW,345,Weiblich
2970,40 - 49,NW,337,Weiblich
2971,40 - 49,NW,300,Weiblich
2972,40 - 49,NW,270,Weiblich
2973,40 - 49,NW,258,Weiblich
2974,40 - 49,NW,259,Weiblich
2975,40 - 49,NW,256,Weiblich
2976,40 - 49,NW,301,Weiblich
2977,40 - 49,NW,269,Weiblich
2978,40 - 49,NW,305,Weiblich
2979,50 - 59,NW,379,Weiblich
2980,50 - 59,NW,328,Weiblich
2981,50 - 59,NW,331,Weiblich
2982,50 - 59,NW,364,Weiblich
2983,50 - 59,NW,354,Weiblich
2984,50 - 59,NW,362,Weiblich
2985,50 - 59,NW,348,Weiblich
2986,50 - 59,NW,373,Weiblich
2987,50 - 59,NW,317,Weiblich
2988,50 - 59,NW,351,Weiblich
2989,60 - 69,NW,227,Weiblich
2990,60 - 69,NW,245,Weiblich
2991,60 - 69,NW,260,Weiblich
2992,60 - 69,NW,300,Weiblich
2993,60 - 69,NW,282,Weiblich
2994,60 - 69,NW,277,Weiblich
2995,60 - 69,NW,267,Weiblich
2996,60 - 69,NW,248,Weiblich
2997,60 - 69,NW,243,Weiblich
2998,60 - 69,NW,269,Weiblich
2999,70 - 79,NW,256,Weiblich
3000,70 - 79,NW,141,Weiblich
3001,70 - 79,NW,247,Weiblich
3002,70 - 79,NW,179,Weiblich
3003,70 - 79,NW,157,Weiblich
3004,70 - 79,NW,248,Weiblich
3005,70 - 79,NW,217,Weiblich
3006,70 - 79,NW,195,Weiblich
3007,70 - 79,NW,215,Weiblich
3008,70 - 79,NW,194,Weiblich
3009,80+,NW,52,Weiblich
3010,80+,NW,120,Weiblich
3011,80+,NW,19,Weiblich
3012,80+,NW,1,Weiblich
3013,80+,NW,61,Weiblich
3014,80+,NW,88,Weiblich
3015,80+,NW,12,Weiblich
3016,80+,NW,22,Weiblich
3017,80+,NW,51,Weiblich
3018,80+,NW,74,Weiblich
3019,80+,NW,9,Weiblich
3020,80+,NW,5,Weiblich
3021,80+,NW,133,Weiblich
3022,80+,NW,19,Weiblich
3023,80+,NW,21,Weiblich
3024,80+,NW,143,Weiblich
3025,80+,NW,105,Weiblich
3026,80+,NW,80,Weiblich
3027,80+,NW,129,Weiblich
3028,80+,NW,69,Weiblich
3029,80+,NW,43,Weiblich
3030,0 - 9,OW,215,Männlich
3031,0 - 9,OW,195,Männlich
3032,0 - 9,OW,194,Männlich
3033,0 - 9,OW,206,Männlich
3034,0 - 9,OW,197,Männlich
3035,0 - 9,OW,180,Männlich
3036,0 - 9,OW,209,Männlich
3037,0 - 9,OW,185,Männlich
3038,0 - 9,OW,198,Männlich
3039,0 - 9,OW,186,Männlich
3040,10 - 19,OW,180,Männlich
3041,10 - 19,OW,189,Männlich
3042,10 - 19,OW,209,Männlich
3043,10 - 19,OW,186,Männlich
3044,10 - 19,OW,167,Männlich
3045,10 - 19,OW,182,Männlich
3046,10 - 19,OW,193,Männlich
3047,10 - 19,OW,211,Männlich
3048,10 - 19,OW,178,Männlich
3049,10 - 19,OW,220,Männlich
3050,20 - 29,OW,239,Männlich
3051,20 - 29,OW,231,Männlich
3052,20 - 29,OW,236,Männlich
3053,20 - 29,OW,213,Männlich
3054,20 - 29,OW,253,Männlich
3055,20 - 29,OW,219,Männlich
3056,20 - 29,OW,223,Männlich
3057,20 - 29,OW,230,Männlich
3058,20 - 29,OW,253,Männlich
3059,20 - 29,OW,243,Männlich
3060,30 - 39,OW,242,Männlich
3061,30 - 39,OW,232,Männlich
3062,30 - 39,OW,251,Männlich
3063,30 - 39,OW,205,Männlich
3064,30 - 39,OW,266,Männlich
3065,30 - 39,OW,253,Männlich
3066,30 - 39,OW,242,Männlich
3067,30 - 39,OW,273,Männlich
3068,30 - 39,OW,238,Männlich
3069,30 - 39,OW,262,Männlich
3070,40 - 49,OW,249,Männlich
3071,40 - 49,OW,268,Männlich
3072,40 - 49,OW,231,Männlich
3073,40 - 49,OW,283,Männlich
3074,40 - 49,OW,279,Männlich
3075,40 - 49,OW,278,Männlich
3076,40 - 49,OW,243,Männlich
3077,40 - 49,OW,287,Männlich
3078,40 - 49,OW,240,Männlich
3079,40 - 49,OW,237,Männlich
3080,50 - 59,OW,315,Männlich
3081,50 - 59,OW,307,Männlich
3082,50 - 59,OW,365,Männlich
3083,50 - 59,OW,293,Männlich
3084,50 - 59,OW,322,Männlich
3085,50 - 59,OW,353,Männlich
3086,50 - 59,OW,317,Männlich
3087,50 - 59,OW,311,Männlich
3088,50 - 59,OW,294,Männlich
3089,50 - 59,OW,302,Männlich
3090,60 - 69,OW,258,Männlich
3091,60 - 69,OW,201,Männlich
3092,60 - 69,OW,250,Männlich
3093,60 - 69,OW,254,Männlich
3094,60 - 69,OW,189,Männlich
3095,60 - 69,OW,224,Männlich
3096,60 - 69,OW,224,Männlich
3097,60 - 69,OW,270,Männlich
3098,60 - 69,OW,217,Männlich
3099,60 - 69,OW,253,Männlich
3100,70 - 79,OW,150,Männlich
3101,70 - 79,OW,192,Männlich
3102,70 - 79,OW,187,Männlich
3103,70 - 79,OW,158,Männlich
3104,70 - 79,OW,121,Männlich
3105,70 - 79,OW,119,Männlich
3106,70 - 79,OW,128,Männlich
3107,70 - 79,OW,211,Männlich
3108,70 - 79,OW,188,Männlich
3109,70 - 79,OW,129,Männlich
3110,80+,OW,3,Männlich
3111,80+,OW,15,Männlich
3112,80+,OW,0,Männlich
3113,80+,OW,2,Männlich
3114,80+,OW,105,Männlich
3115,80+,OW,2,Männlich
3116,80+,OW,79,Männlich
3117,80+,OW,2,Männlich
3118,80+,OW,64,Männlich
3119,80+,OW,9,Männlich
3120,80+,OW,16,Männlich
3121,80+,OW,67,Männlich
3122,80+,OW,48,Männlich
3123,80+,OW,21,Männlich
3124,80+,OW,35,Männlich
3125,80+,OW,7,Männlich
3126,80+,OW,31,Männlich
3127,80+,OW,18,Männlich
3128,80+,OW,61,Männlich
3129,80+,OW,96,Männlich
3130,80+,OW,82,Männlich
3131,0 - 9,OW,182,Weiblich
3132,0 - 9,OW,182,Weiblich
3133,0 - 9,OW,186,Weiblich
3134,0 - 9,OW,210,Weiblich
3135,0 - 9,OW,183,Weiblich
3136,0 - 9,OW,196,Weiblich
3137,0 - 9,OW,191,Weiblich
3138,0 - 9,OW,194,Weiblich
3139,0 - 9,OW,170,Weiblich
3140,0 - 9,OW,183,Weiblich
3141,10 - 19,OW,186,Weiblich
3142,10 - 19,OW,194,Weiblich
3143,10 - 19,OW,194,Weiblich
3144,10 - 19,OW,189,Weiblich
3145,10 - 19,OW,185,Weiblich
3146,10 - 19,OW,198,Weiblich
3147,10 - 19,OW,176,Weiblich
3148,10 - 19,OW,171,Weiblich
3149,10 - 19,OW,194,Weiblich
3150,10 - 19,OW,195,Weiblich
3151,20 - 29,OW,217,Weiblich
3152,20 - 29,OW,247,Weiblich
3153,20 - 29,OW,222,Weiblich
3154,20 - 29,OW,188,Weiblich
3155,20 - 29,OW,230,Weiblich
3156,20 - 29,OW,198,Weiblich
3157,20 - 29,OW,190,Weiblich
3158,20 - 29,OW,225,Weiblich
3159,20 - 29,OW,235,Weiblich
3160,20 - 29,OW,224,Weiblich
3161,30 - 39,OW,214,Weiblich
3162,30 - 39,OW,271,Weiblich
3163,30 - 39,OW,252,Weiblich
3164,30 - 39,OW,216,Weiblich
3165,30 - 39,OW,267,Weiblich
3166,30 - 39,OW,248,Weiblich
3167,30 - 39,OW,236,Weiblich
3168,30 - 39,OW,236,Weiblich
3169,30 - 39,OW,235,Weiblich
3170,30 - 39,OW,223,Weiblich
3171,40 - 49,OW,285,Weiblich
3172,40 - 49,OW,268,Weiblich
3173,40 - 49,OW,227,Weiblich
3174,40 - 49,OW,237,Weiblich
3175,40 - 49,OW,217,Weiblich
3176,40 - 49,OW,230,Weiblich
3177,40 - 49,OW,243,Weiblich
3178,40 - 49,OW,244,Weiblich
3179,40 - 49,OW,302,Weiblich
3180,40 - 49,OW,270,Weiblich
3181,50 - 59,OW,263,Weiblich
3182,50 - 59,OW,319,Weiblich
3183,50 - 59,OW,277,Weiblich
3184,50 - 59,OW,308,Weiblich
3185,50 - 59,OW,239,Weiblich
3186,50 - 59,OW,302,Weiblich
3187,50 - 59,OW,296,Weiblich
3188,50 - 59,OW,290,Weiblich
3189,50 - 59,OW,310,Weiblich
3190,50 - 59,OW,309,Weiblich
3191,60 - 69,OW,198,Weiblich
3192,60 - 69,OW,268,Weiblich
3193,60 - 69,OW,220,Weiblich
3194,60 - 69,OW,274,Weiblich
3195,60 - 69,OW,230,Weiblich
3196,60 - 69,OW,227,Weiblich
3197,60 - 69,OW,201,Weiblich
3198,60 - 69,OW,228,Weiblich
3199,60 - 69,OW,215,Weiblich
3200,60 - 69,OW,227,Weiblich
3201,70 - 79,OW,104,Weiblich
3202,70 - 79,OW,138,Weiblich
3203,70 - 79,OW,135,Weiblich
3204,70 - 79,OW,176,Weiblich
3205,70 - 79,OW,185,Weiblich
3206,70 - 79,OW,142,Weiblich
3207,70 - 79,OW,132,Weiblich
3208,70 - 79,OW,189,Weiblich
3209,70 - 79,OW,176,Weiblich
3210,70 - 79,OW,154,Weiblich
3211,80+,OW,26,Weiblich
3212,80+,OW,43,Weiblich
3213,80+,OW,74,Weiblich
3214,80+,OW,30,Weiblich
3215,80+,OW,21,Weiblich
3216,80+,OW,94,Weiblich
3217,80+,OW,114,Weiblich
3218,80+,OW,4,Weiblich
3219,80+,OW,57,Weiblich
3220,80+,OW,3,Weiblich
3221,80+,OW,12,Weiblich
3222,80+,OW,65,Weiblich
3223,80+,OW,24,Weiblich
3224,80+,OW,83,Weiblich
3225,80+,OW,123,Weiblich
3226,80+,OW,8,Weiblich
3227,80+,OW,1,Weiblich
3228,80+,OW,106,Weiblich
3229,80+,OW,66,Weiblich
3230,80+,OW,89,Weiblich
3231,80+,OW,66,Weiblich
3232,0 - 9,SG,2658,Männlich
3233,0 - 9,SG,2721,Männlich
3234,0 - 9,SG,2826,Männlich
3235,0 - 9,SG,2606,Männlich
3236,0 - 9,SG,2716,Männlich
3237,0 - 9,SG,2693,Männlich
3238,0 - 9,SG,2705,Männlich
3239,0 - 9,SG,2789,Männlich
3240,0 - 9,SG,2681,Männlich
3241,0 - 9,SG,2643,Männlich
3242,10 - 19,SG,2563,Männlich
3243,10 - 19,SG,2922,Männlich
3244,10 - 19,SG,2956,Männlich
3245,10 - 19,SG,2571,Männlich
3246,10 - 19,SG,2514,Männlich
3247,10 - 19,SG,2617,Männlich
3248,10 - 19,SG,2563,Männlich
3249,10 - 19,SG,2541,Männlich
3250,10 - 19,SG,2614,Männlich
3251,10 - 19,SG,2559,Männlich
3252,20 - 29,SG,3109,Männlich
3253,20 - 29,SG,3266,Männlich
3254,20 - 29,SG,3756,Männlich
3255,20 - 29,SG,3702,Männlich
3256,20 - 29,SG,3510,Männlich
3257,20 - 29,SG,3823,Männlich
3258,20 - 29,SG,3757,Männlich
3259,20 - 29,SG,3222,Männlich
3260,20 - 29,SG,3562,Männlich
3261,20 - 29,SG,3201,Männlich
3262,30 - 39,SG,3670,Männlich
3263,30 - 39,SG,3577,Männlich
3264,30 - 39,SG,3427,Männlich
3265,30 - 39,SG,3646,Männlich
3266,30 - 39,SG,3783,Männlich
3267,30 - 39,SG,3767,Männlich
3268,30 - 39,SG,3651,Männlich
3269,30 - 39,SG,3564,Männlich
3270,30 - 39,SG,3660,Männlich
3271,30 - 39,SG,3643,Männlich
3272,40 - 49,SG,3331,Männlich
3273,40 - 49,SG,3344,Männlich
3274,40 - 49,SG,3868,Männlich
3275,40 - 49,SG,3139,Männlich
3276,40 - 49,SG,3619,Männlich
3277,40 - 49,SG,3586,Männlich
3278,40 - 49,SG,3314,Männlich
3279,40 - 49,SG,3227,Männlich
3280,40 - 49,SG,3351,Männlich
3281,40 - 49,SG,3139,Männlich
3282,50 - 59,SG,3499,Männlich
3283,50 - 59,SG,3801,Männlich
3284,50 - 59,SG,3915,Männlich
3285,50 - 59,SG,3946,Männlich
3286,50 - 59,SG,3373,Männlich
3287,50 - 59,SG,3856,Männlich
3288,50 - 59,SG,3972,Männlich
3289,50 - 59,SG,4094,Männlich
3290,50 - 59,SG,3695,Männlich
3291,50 - 59,SG,4106,Männlich
3292,60 - 69,SG,2500,Männlich
3293,60 - 69,SG,3301,Männlich
3294,60 - 69,SG,2647,Männlich
3295,60 - 69,SG,2851,Männlich
3296,60 - 69,SG,2408,Männlich
3297,60 - 69,SG,2530,Männlich
3298,60 - 69,SG,3128,Männlich
3299,60 - 69,SG,2624,Männlich
3300,60 - 69,SG,3170,Männlich
3301,60 - 69,SG,2822,Männlich
3302,70 - 79,SG,2010,Männlich
3303,70 - 79,SG,1495,Männlich
3304,70 - 79,SG,2399,Männlich
3305,70 - 79,SG,1380,Männlich
3306,70 - 79,SG,2421,Männlich
3307,70 - 79,SG,2239,Männlich
3308,70 - 79,SG,1878,Männlich
3309,70 - 79,SG,2260,Männlich
3310,70 - 79,SG,1680,Männlich
3311,70 - 79,SG,2087,Männlich
3312,80+,SG,33,Männlich
3313,80+,SG,96,Männlich
3314,80+,SG,246,Männlich
3315,80+,SG,18,Männlich
3316,80+,SG,1300,Männlich
3317,80+,SG,1040,Männlich
3318,80+,SG,85,Männlich
3319,80+,SG,191,Männlich
3320,80+,SG,691,Männlich
3321,80+,SG,376,Männlich
3322,80+,SG,9,Männlich
3323,80+,SG,44,Männlich
3324,80+,SG,299,Männlich
3325,80+,SG,161,Männlich
3326,80+,SG,587,Männlich
3327,80+,SG,469,Männlich
3328,80+,SG,737,Männlich
3329,80+,SG,1056,Männlich
3330,80+,SG,20,Männlich
3331,80+,SG,928,Männlich
3332,80+,SG,1159,Männlich
3333,0 - 9,SG,2572,Weiblich
3334,0 - 9,SG,2578,Weiblich
3335,0 - 9,SG,2510,Weiblich
3336,0 - 9,SG,2612,Weiblich
3337,0 - 9,SG,2509,Weiblich
3338,0 - 9,SG,2568,Weiblich
3339,0 - 9,SG,2576,Weiblich
3340,0 - 9,SG,2506,Weiblich
3341,0 - 9,SG,2586,Weiblich
3342,0 - 9,SG,2479,Weiblich
3343,10 - 19,SG,2362,Weiblich
3344,10 - 19,SG,2396,Weiblich
3345,10 - 19,SG,2478,Weiblich
3346,10 - 19,SG,2765,Weiblich
3347,10 - 19,SG,2517,Weiblich
3348,10 - 19,SG,2400,Weiblich
3349,10 - 19,SG,2486,Weiblich
3350,10 - 19,SG,2759,Weiblich
3351,10 - 19,SG,2574,Weiblich
3352,10 - 19,SG,2557,Weiblich
3353,20 - 29,SG,2994,Weiblich
3354,20 - 29,SG,3540,Weiblich
3355,20 - 29,SG,3285,Weiblich
3356,20 - 29,SG,3448,Weiblich
3357,20 - 29,SG,3488,Weiblich
3358,20 - 29,SG,2900,Weiblich
3359,20 - 29,SG,3093,Weiblich
3360,20 - 29,SG,3459,Weiblich
3361,20 - 29,SG,2852,Weiblich
3362,20 - 29,SG,3175,Weiblich
3363,30 - 39,SG,3441,Weiblich
3364,30 - 39,SG,3343,Weiblich
3365,30 - 39,SG,3500,Weiblich
3366,30 - 39,SG,3499,Weiblich
3367,30 - 39,SG,3214,Weiblich
3368,30 - 39,SG,3474,Weiblich
3369,30 - 39,SG,3336,Weiblich
3370,30 - 39,SG,3337,Weiblich
3371,30 - 39,SG,3372,Weiblich
3372,30 - 39,SG,3358,Weiblich
3373,40 - 49,SG,3173,Weiblich
3374,40 - 49,SG,3222,Weiblich
3375,40 - 49,SG,3569,Weiblich
3376,40 - 49,SG,3090,Weiblich
3377,40 - 49,SG,3147,Weiblich
3378,40 - 49,SG,3782,Weiblich
3379,40 - 49,SG,3147,Weiblich
3380,40 - 49,SG,3506,Weiblich
3381,40 - 49,SG,3177,Weiblich
3382,40 - 49,SG,3139,Weiblich
3383,50 - 59,SG,3482,Weiblich
3384,50 - 59,SG,3866,Weiblich
3385,50 - 59,SG,3303,Weiblich
3386,50 - 59,SG,3748,Weiblich
3387,50 - 59,SG,3895,Weiblich
3388,50 - 59,SG,3964,Weiblich
3389,50 - 59,SG,3821,Weiblich
3390,50 - 59,SG,3706,Weiblich
3391,50 - 59,SG,3946,Weiblich
3392,50 - 59,SG,3789,Weiblich
3393,60 - 69,SG,2713,Weiblich
3394,60 - 69,SG,2591,Weiblich
3395,60 - 69,SG,2536,Weiblich
3396,60 - 69,SG,2625,Weiblich
3397,60 - 69,SG,3254,Weiblich
3398,60 - 69,SG,2954,Weiblich
3399,60 - 69,SG,3195,Weiblich
3400,60 - 69,SG,3162,Weiblich
3401,60 - 69,SG,2526,Weiblich
3402,60 - 69,SG,2911,Weiblich
3403,70 - 79,SG,2209,Weiblich
3404,70 - 79,SG,1843,Weiblich
3405,70 - 79,SG,2109,Weiblich
3406,70 - 79,SG,2564,Weiblich
3407,70 - 79,SG,2357,Weiblich
3408,70 - 79,SG,1904,Weiblich
3409,70 - 79,SG,2303,Weiblich
3410,70 - 79,SG,2445,Weiblich
3411,70 - 79,SG,2439,Weiblich
3412,70 - 79,SG,1771,Weiblich
3413,80+,SG,44,Weiblich
3414,80+,SG,888,Weiblich
3415,80+,SG,1456,Weiblich
3416,80+,SG,1154,Weiblich
3417,80+,SG,576,Weiblich
3418,80+,SG,761,Weiblich
3419,80+,SG,493,Weiblich
3420,80+,SG,1413,Weiblich
3421,80+,SG,1109,Weiblich
3422,80+,SG,122,Weiblich
3423,80+,SG,299,Weiblich
3424,80+,SG,67,Weiblich
3425,80+,SG,1723,Weiblich
3426,80+,SG,434,Weiblich
3427,80+,SG,672,Weiblich
3428,80+,SG,180,Weiblich
3429,80+,SG,75,Weiblich
3430,80+,SG,221,Weiblich
3431,80+,SG,1022,Weiblich
3432,80+,SG,1552,Weiblich
3433,80+,SG,1351,Weiblich
3434,0 - 9,SH,407,Männlich
3435,0 - 9,SH,376,Männlich
3436,0 - 9,SH,403,Männlich
3437,0 - 9,SH,428,Männlich
3438,0 - 9,SH,395,Männlich
3439,0 - 9,SH,377,Männlich
3440,0 - 9,SH,395,Männlich
3441,0 - 9,SH,395,Männlich
3442,0 - 9,SH,383,Männlich
3443,0 - 9,SH,436,Männlich
3444,10 - 19,SH,462,Männlich
3445,10 - 19,SH,375,Männlich
3446,10 - 19,SH,451,Männlich
3447,10 - 19,SH,365,Männlich
3448,10 - 19,SH,383,Männlich
3449,10 - 19,SH,418,Männlich
3450,10 - 19,SH,356,Männlich
3451,10 - 19,SH,395,Männlich
3452,10 - 19,SH,394,Männlich
3453,10 - 19,SH,375,Männlich
3454,20 - 29,SH,463,Männlich
3455,20 - 29,SH,537,Männlich
3456,20 - 29,SH,566,Männlich
3457,20 - 29,SH,485,Männlich
3458,20 - 29,SH,521,Männlich
3459,20 - 29,SH,490,Männlich
3460,20 - 29,SH,489,Männlich
3461,20 - 29,SH,524,Männlich
3462,20 - 29,SH,484,Männlich
3463,20 - 29,SH,496,Männlich
3464,30 - 39,SH,545,Männlich
3465,30 - 39,SH,599,Männlich
3466,30 - 39,SH,492,Männlich
3467,30 - 39,SH,575,Männlich
3468,30 - 39,SH,540,Männlich
3469,30 - 39,SH,531,Männlich
3470,30 - 39,SH,547,Männlich
3471,30 - 39,SH,557,Männlich
3472,30 - 39,SH,535,Männlich
3473,30 - 39,SH,571,Männlich
3474,40 - 49,SH,546,Männlich
3475,40 - 49,SH,532,Männlich
3476,40 - 49,SH,533,Männlich
3477,40 - 49,SH,540,Männlich
3478,40 - 49,SH,534,Männlich
3479,40 - 49,SH,521,Männlich
3480,40 - 49,SH,511,Männlich
3481,40 - 49,SH,611,Männlich
3482,40 - 49,SH,525,Männlich
3483,40 - 49,SH,543,Männlich
3484,50 - 59,SH,598,Männlich
3485,50 - 59,SH,634,Männlich
3486,50 - 59,SH,605,Männlich
3487,50 - 59,SH,665,Männlich
3488,50 - 59,SH,681,Männlich
3489,50 - 59,SH,610,Männlich
3490,50 - 59,SH,603,Männlich
3491,50 - 59,SH,667,Männlich
3492,50 - 59,SH,650,Männlich
3493,50 - 59,SH,620,Männlich
3494,60 - 69,SH,570,Männlich
3495,60 - 69,SH,449,Männlich
3496,60 - 69,SH,558,Männlich
3497,60 - 69,SH,463,Männlich
3498,60 - 69,SH,421,Männlich
3499,60 - 69,SH,470,Männlich
3500,60 - 69,SH,406,Männlich
3501,60 - 69,SH,500,Männlich
3502,60 - 69,SH,445,Männlich
3503,60 - 69,SH,585,Männlich
3504,70 - 79,SH,405,Männlich
3505,70 - 79,SH,319,Männlich
3506,70 - 79,SH,300,Männlich
3507,70 - 79,SH,409,Männlich
3508,70 - 79,SH,256,Männlich
3509,70 - 79,SH,417,Männlich
3510,70 - 79,SH,448,Männlich
3511,70 - 79,SH,371,Männlich
3512,70 - 79,SH,347,Männlich
3513,70 - 79,SH,270,Männlich
3514,80+,SH,7,Männlich
3515,80+,SH,3,Männlich
3516,80+,SH,237,Männlich
3517,80+,SH,10,Männlich
3518,80+,SH,24,Männlich
3519,80+,SH,106,Männlich
3520,80+,SH,50,Männlich
3521,80+,SH,55,Männlich
3522,80+,SH,5,Männlich
3523,80+,SH,218,Männlich
3524,80+,SH,40,Männlich
3525,80+,SH,78,Männlich
3526,80+,SH,117,Männlich
3527,80+,SH,174,Männlich
3528,80+,SH,11,Männlich
3529,80+,SH,77,Männlich
3530,80+,SH,137,Männlich
3531,80+,SH,178,Männlich
3532,80+,SH,11,Männlich
3533,80+,SH,206,Männlich
3534,80+,SH,162,Männlich
3535,0 - 9,SH,339,Weiblich
3536,0 - 9,SH,366,Weiblich
3537,0 - 9,SH,382,Weiblich
3538,0 - 9,SH,374,Weiblich
3539,0 - 9,SH,390,Weiblich
3540,0 - 9,SH,409,Weiblich
3541,0 - 9,SH,365,Weiblich
3542,0 - 9,SH,387,Weiblich
3543,0 - 9,SH,397,Weiblich
3544,0 - 9,SH,373,Weiblich
3545,10 - 19,SH,342,Weiblich
3546,10 - 19,SH,360,Weiblich
3547,10 - 19,SH,384,Weiblich
3548,10 - 19,SH,401,Weiblich
3549,10 - 19,SH,341,Weiblich
3550,10 - 19,SH,379,Weiblich
3551,10 - 19,SH,364,Weiblich
3552,10 - 19,SH,377,Weiblich
3553,10 - 19,SH,369,Weiblich
3554,10 - 19,SH,343,Weiblich
3555,20 - 29,SH,497,Weiblich
3556,20 - 29,SH,435,Weiblich
3557,20 - 29,SH,481,Weiblich
3558,20 - 29,SH,500,Weiblich
3559,20 - 29,SH,450,Weiblich
3560,20 - 29,SH,382,Weiblich
3561,20 - 29,SH,443,Weiblich
3562,20 - 29,SH,427,Weiblich
3563,20 - 29,SH,552,Weiblich
3564,20 - 29,SH,515,Weiblich
3565,30 - 39,SH,550,Weiblich
3566,30 - 39,SH,516,Weiblich
3567,30 - 39,SH,501,Weiblich
3568,30 - 39,SH,529,Weiblich
