,age_group,canton,pop_size,sex
4276,30 - 39,TI,2047,Männlich
4277,30 - 39,TI,1903,Männlich
4278,30 - 39,TI,2071,Männlich
4279,30 - 39,TI,1890,Männlich
4280,30 - 39,TI,1921,Männlich
4281,30 - 39,TI,2059,Männlich
4282,40 - 49,TI,2326,Männlich
4283,40 - 49,TI,2640,Männlich
4284,40 - 49,TI,2447,Männlich
4285,40 - 49,TI,2870,Männlich
4286,40 - 49,TI,2638,Männlich
4287,40 - 49,TI,2892,Männlich
4288,40 - 49,TI,2585,Männlich
4289,40 - 49,TI,2191,Männlich
4290,40 - 49,TI,2253,Männlich
4291,40 - 49,TI,3007,Männlich
4292,50 - 59,TI,3082,Männlich
4293,50 - 59,TI,2957,Männlich
4294,50 - 59,TI,2474,Männlich
4295,50 - 59,TI,3128,Männlich
4296,50 - 59,TI,2602,Männlich
4297,50 - 59,TI,2993,Männlich
4298,50 - 59,TI,2896,Männlich
4299,50 - 59,TI,2524,Männlich
4300,50 - 59,TI,3194,Männlich
4301,50 - 59,TI,2722,Männlich
4302,60 - 69,TI,2019,Männlich
4303,60 - 69,TI,1838,Männlich
4304,60 - 69,TI,1932,Männlich
4305,60 - 69,TI,2192,Männlich
4306,60 - 69,TI,1920,Männlich
4307,60 - 69,TI,1848,Männlich
4308,60 - 69,TI,2230,Männlich
4309,60 - 69,TI,2126,Männlich
4310,60 - 69,TI,2176,Männlich
4311,60 - 69,TI,1917,Männlich
4312,70 - 79,TI,1600,Männlich
4313,70 - 79,TI,1906,Männlich
4314,70 - 79,TI,1413,Männlich
4315,70 - 79,TI,1460,Männlich
4316,70 - 79,TI,1770,Männlich
4317,70 - 79,TI,1793,Männlich
4318,70 - 79,TI,1894,Männlich
4319,70 - 79,TI,1325,Männlich
4320,70 - 79,TI,1711,Männlich
4321,70 - 79,TI,1542,Männlich
4322,80+,TI,43,Männlich
4323,80+,TI,12,Männlich
4324,80+,TI,528,Männlich
4325,80+,TI,120,Männlich
4326,80+,TI,730,Männlich
4327,80+,TI,357,Männlich
4328,80+,TI,1028,Männlich
4329,80+,TI,976,Männlich
4330,80+,TI,99,Männlich
4331,80+,TI,442,Männlich
4332,80+,TI,790,Männlich
4333,80+,TI,244,Männlich
4334,80+,TI,280,Männlich
4335,80+,TI,42,Männlich
4336,80+,TI,19,Männlich
4337,80+,TI,1231,Männlich
4338,80+,TI,599,Männlich
4339,80+,TI,20,Männlich
4340,80+,TI,1124,Männlich
4341,80+,TI,76,Männlich
4342,80+,TI,182,Männlich
4343,0 - 9,TI,1372,Weiblich
4344,0 - 9,TI,1533,Weiblich
4345,0 - 9,TI,1483,Weiblich
4346,0 - 9,TI,1341,Weiblich
4347,0 - 9,TI,1648,Weiblich
4348,0 - 9,TI,1646,Weiblich
4349,0 - 9,TI,1523,Weiblich
4350,0 - 9,TI,1495,Weiblich
4351,0 - 9,TI,1481,Weiblich
4352,0 - 9,TI,1231,Weiblich
4353,10 - 19,TI,1609,Weiblich
4354,10 - 19,TI,1624,Weiblich
4355,10 - 19,TI,1621,Weiblich
4356,10 - 19,TI,1712,Weiblich
4357,10 - 19,TI,1566,Weiblich
4358,10 - 19,TI,1594,Weiblich
4359,10 - 19,TI,1820,Weiblich
4360,10 - 19,TI,1673,Weiblich
4361,10 - 19,TI,1587,Weiblich
4362,10 - 19,TI,1745,Weiblich
4363,20 - 29,TI,1847,Weiblich
4364,20 - 29,TI,1817,Weiblich
4365,20 - 29,TI,1818,Weiblich
4366,20 - 29,TI,1838,Weiblich
4367,20 - 29,TI,1782,Weiblich
4368,20 - 29,TI,1891,Weiblich
4369,20 - 29,TI,1779,Weiblich
4370,20 - 29,TI,1839,Weiblich
4371,20 - 29,TI,1890,Weiblich
4372,20 - 29,TI,1753,Weiblich
4373,30 - 39,TI,1962,Weiblich
4374,30 - 39,TI,2149,Weiblich
4375,30 - 39,TI,1866,Weiblich
4376,30 - 39,TI,1891,Weiblich
4377,30 - 39,TI,2086,Weiblich
4378,30 - 39,TI,1905,Weiblich
4379,30 - 39,TI,2159,Weiblich
4380,30 - 39,TI,2298,Weiblich
4381,30 - 39,TI,2084,Weiblich
4382,30 - 39,TI,1973,Weiblich
4383,40 - 49,TI,2396,Weiblich
4384,40 - 49,TI,2721,Weiblich
4385,40 - 49,TI,2478,Weiblich
4386,40 - 49,TI,2671,Weiblich
4387,40 - 49,TI,2946,Weiblich
4388,40 - 49,TI,2785,Weiblich
4389,40 - 49,TI,2878,Weiblich
4390,40 - 49,TI,2512,Weiblich
4391,40 - 49,TI,2990,Weiblich
4392,40 - 49,TI,2276,Weiblich
4393,50 - 59,TI,2646,Weiblich
4394,50 - 59,TI,3002,Weiblich
4395,50 - 59,TI,3078,Weiblich
4396,50 - 59,TI,3085,Weiblich
4397,50 - 59,TI,2864,Weiblich
4398,50 - 59,TI,2561,Weiblich
4399,50 - 59,TI,2945,Weiblich
4400,50 - 59,TI,3021,Weiblich
4401,50 - 59,TI,2736,Weiblich
4402,50 - 59,TI,2427,Weiblich
4403,60 - 69,TI,2085,Weiblich
4404,60 - 69,TI,2221,Weiblich
4405,60 - 69,TI,2127,Weiblich
4406,60 - 69,TI,2324,Weiblich
4407,60 - 69,TI,2097,Weiblich
4408,60 - 69,TI,2076,Weiblich
4409,60 - 69,TI,2022,Weiblich
4410,60 - 69,TI,2064,Weiblich
4411,60 - 69,TI,2314,Weiblich
4412,60 - 69,TI,2132,Weiblich
4413,70 - 79,TI,1815,Weiblich
4414,70 - 79,TI,1998,Weiblich
4415,70 - 79,TI,2228,Weiblich
4416,70 - 79,TI,2197,Weiblich
4417,70 - 79,TI,1928,Weiblich
4418,70 - 79,TI,1792,Weiblich
4419,70 - 79,TI,2089,Weiblich
4420,70 - 79,TI,2045,Weiblich
4421,70 - 79,TI,1790,Weiblich
4422,70 - 79,TI,1629,Weiblich
4423,80+,TI,59,Weiblich
4424,80+,TI,200,Weiblich
4425,80+,TI,887,Weiblich
4426,80+,TI,1411,Weiblich
4427,80+,TI,1169,Weiblich
4428,80+,TI,1320,Weiblich
4429,80+,TI,1270,Weiblich
4430,80+,TI,339,Weiblich
4431,80+,TI,613,Weiblich
4432,80+,TI,111,Weiblich
4433,80+,TI,519,Weiblich
4434,80+,TI,273,Weiblich
4435,80+,TI,438,Weiblich
4436,80+,TI,675,Weiblich
4437,80+,TI,946,Weiblich
4438,80+,TI,775,Weiblich
4439,80+,TI,1033,Weiblich
4440,80+,TI,152,Weiblich
4441,80+,TI,98,Weiblich
4442,80+,TI,1392,Weiblich
4443,80+,TI,1549,Weiblich
4444,0 - 9,UR,168,Männlich
4445,0 - 9,UR,202,Männlich
4446,0 - 9,UR,199,Männlich
4447,0 - 9,UR,162,Männlich
4448,0 - 9,UR,194,Männlich
4449,0 - 9,UR,183,Männlich
4450,0 - 9,UR,182,Männlich
4451,0 - 9,UR,201,Männlich
4452,0 - 9,UR,179,Männlich
4453,0 - 9,UR,169,Männlich
4454,10 - 19,UR,178,Männlich
4455,10 - 19,UR,189,Männlich
4456,10 - 19,UR,208,Männlich
4457,10 - 19,UR,191,Männlich
4458,10 - 19,UR,218,Männlich
4459,10 - 19,UR,223,Männlich
4460,10 - 19,UR,204,Männlich
4461,10 - 19,UR,197,Männlich
4462,10 - 19,UR,189,Männlich
4463,10 - 19,UR,203,Männlich
4464,20 - 29,UR,233,Männlich
4465,20 - 29,UR,240,Männlich
4466,20 - 29,UR,220,Männlich
4467,20 - 29,UR,266,Männlich
4468,20 - 29,UR,225,Männlich
4469,20 - 29,UR,206,Männlich
4470,20 - 29,UR,244,Männlich
4471,20 - 29,UR,243,Männlich
4472,20 - 29,UR,227,Männlich
4473,20 - 29,UR,227,Männlich
4474,30 - 39,UR,229,Männlich
4475,30 - 39,UR,228,Männlich
4476,30 - 39,UR,250,Männlich
4477,30 - 39,UR,222,Männlich
4478,30 - 39,UR,214,Männlich
4479,30 - 39,UR,235,Männlich
4480,30 - 39,UR,228,Männlich
4481,30 - 39,UR,258,Männlich
4482,30 - 39,UR,215,Männlich
4483,30 - 39,UR,232,Männlich
4484,40 - 49,UR,246,Männlich
4485,40 - 49,UR,227,Männlich
4486,40 - 49,UR,249,Männlich
4487,40 - 49,UR,274,Männlich
4488,40 - 49,UR,262,Männlich
4489,40 - 49,UR,236,Männlich
4490,40 - 49,UR,236,Männlich
4491,40 - 49,UR,252,Männlich
4492,40 - 49,UR,221,Männlich
4493,40 - 49,UR,283,Männlich
4494,50 - 59,UR,321,Männlich
4495,50 - 59,UR,293,Männlich
4496,50 - 59,UR,282,Männlich
4497,50 - 59,UR,286,Männlich
4498,50 - 59,UR,268,Männlich
4499,50 - 59,UR,277,Männlich
4500,50 - 59,UR,294,Männlich
4501,50 - 59,UR,289,Männlich
4502,50 - 59,UR,262,Männlich
4503,50 - 59,UR,269,Männlich
4504,60 - 69,UR,226,Männlich
4505,60 - 69,UR,254,Männlich
4506,60 - 69,UR,202,Männlich
4507,60 - 69,UR,246,Männlich
4508,60 - 69,UR,217,Männlich
4509,60 - 69,UR,263,Männlich
4510,60 - 69,UR,243,Männlich
4511,60 - 69,UR,246,Männlich
4512,60 - 69,UR,206,Männlich
4513,60 - 69,UR,267,Männlich
4514,70 - 79,UR,187,Männlich
4515,70 - 79,UR,125,Männlich
4516,70 - 79,UR,185,Männlich
4517,70 - 79,UR,173,Männlich
4518,70 - 79,UR,178,Männlich
4519,70 - 79,UR,214,Männlich
4520,70 - 79,UR,164,Männlich
4521,70 - 79,UR,106,Männlich
4522,70 - 79,UR,122,Männlich
4523,70 - 79,UR,151,Männlich
4524,80+,UR,5,Männlich
4525,80+,UR,1,Männlich
4526,80+,UR,1,Männlich
4527,80+,UR,78,Männlich
4528,80+,UR,94,Männlich
4529,80+,UR,70,Männlich
4530,80+,UR,3,Männlich
4531,80+,UR,112,Männlich
4532,80+,UR,49,Männlich
4533,80+,UR,8,Männlich
4534,80+,UR,30,Männlich
4535,80+,UR,14,Männlich
4536,80+,UR,26,Männlich
4537,80+,UR,16,Männlich
4538,80+,UR,4,Männlich
4539,80+,UR,48,Männlich
4540,80+,UR,58,Männlich
4541,80+,UR,65,Männlich
4542,80+,UR,88,Männlich
4543,80+,UR,21,Männlich
4544,80+,UR,35,Männlich
4545,0 - 9,UR,172,Weiblich
4546,0 - 9,UR,175,Weiblich
4547,0 - 9,UR,179,Weiblich
4548,0 - 9,UR,173,Weiblich
4549,0 - 9,UR,158,Weiblich
4550,0 - 9,UR,175,Weiblich
4551,0 - 9,UR,183,Weiblich
4552,0 - 9,UR,162,Weiblich
4553,0 - 9,UR,174,Weiblich
4554,0 - 9,UR,179,Weiblich
4555,10 - 19,UR,198,Weiblich
4556,10 - 19,UR,188,Weiblich
4557,10 - 19,UR,159,Weiblich
4558,10 - 19,UR,192,Weiblich
4559,10 - 19,UR,172,Weiblich
4560,10 - 19,UR,190,Weiblich
4561,10 - 19,UR,174,Weiblich
4562,10 - 19,UR,172,Weiblich
4563,10 - 19,UR,166,Weiblich
4564,10 - 19,UR,160,Weiblich
4565,20 - 29,UR,201,Weiblich
4566,20 - 29,UR,205,Weiblich
4567,20 - 29,UR,222,Weiblich
4568,20 - 29,UR,197,Weiblich
4569,20 - 29,UR,191,Weiblich
4570,20 - 29,UR,226,Weiblich
4571,20 - 29,UR,215,Weiblich
4572,20 - 29,UR,224,Weiblich
4573,20 - 29,UR,236,Weiblich
4574,20 - 29,UR,221,Weiblich
4575,30 - 39,UR,224,Weiblich
4576,30 - 39,UR,214,Weiblich
4577,30 - 39,UR,191,Weiblich
4578,30 - 39,UR,229,Weiblich
4579,30 - 39,UR,189,Weiblich
4580,30 - 39,UR,225,Weiblich
4581,30 - 39,UR,231,Weiblich
4582,30 - 39,UR,220,Weiblich
4583,30 - 39,UR,211,Weiblich
4584,30 - 39,UR,203,Weiblich
4585,40 - 49,UR,258,Weiblich
4586,40 - 49,UR,227,Weiblich
4587,40 - 49,UR,221,Weiblich
4588,40 - 49,UR,247,Weiblich
4589,40 - 49,UR,219,Weiblich
4590,40 - 49,UR,204,Weiblich
4591,40 - 49,UR,262,Weiblich
4592,40 - 49,UR,220,Weiblich
4593,40 - 49,UR,251,Weiblich
4594,40 - 49,UR,248,Weiblich
4595,50 - 59,UR,237,Weiblich
4596,50 - 59,UR,255,Weiblich
4597,50 - 59,UR,251,Weiblich
4598,50 - 59,UR,283,Weiblich
4599,50 - 59,UR,278,Weiblich
4600,50 - 59,UR,237,Weiblich
4601,50 - 59,UR,253,Weiblich
4602,50 - 59,UR,272,Weiblich
4603,50 - 59,UR,272,Weiblich
4604,50 - 59,UR,288,Weiblich
4605,60 - 69,UR,236,Weiblich
4606,60 - 69,UR,261,Weiblich
4607,60 - 69,UR,184,Weiblich
4608,60 - 69,UR,252,Weiblich
4609,60 - 69,UR,219,Weiblich
4610,60 - 69,UR,218,Weiblich
4611,60 - 69,UR,206,Weiblich
4612,60 - 69,UR,202,Weiblich
4613,60 - 69,UR,205,Weiblich
4614,60 - 69,UR,200,Weiblich
4615,70 - 79,UR,184,Weiblich
4616,70 - 79,UR,191,Weiblich
4617,70 - 79,UR,121,Weiblich
4618,70 - 79,UR,144,Weiblich
4619,70 - 79,UR,186,Weiblich
4620,70 - 79,UR,177,Weiblich
4621,70 - 79,UR,172,Weiblich
4622,70 - 79,UR,147,Weiblich
4623,70 - 79,UR,213,Weiblich
4624,70 - 79,UR,163,Weiblich
4625,80+,UR,12,Weiblich
4626,80+,UR,35,Weiblich
4627,80+,UR,92,Weiblich
4628,80+,UR,9,Weiblich
4629,80+,UR,138,Weiblich
4630,80+,UR,109,Weiblich
4631,80+,UR,6,Weiblich
4632,80+,UR,98,Weiblich
4633,80+,UR,22,Weiblich
4634,80+,UR,24,Weiblich
4635,80+,UR,62,Weiblich
4636,80+,UR,3,Weiblich
4637,80+,UR,113,Weiblich
4638,80+,UR,42,Weiblich
4639,80+,UR,99,Weiblich
4640,80+,UR,98,Weiblich
4641,80+,UR,3,Weiblich
4642,80+,UR,30,Weiblich
4643,80+,UR,79,Weiblich
4644,80+,UR,42,Weiblich
4645,80+,UR,68,Weiblich
4646,0 - 9,VD,4406,Männlich
4647,0 - 9,VD,4393,Männlich
4648,0 - 9,VD,4289,Männlich
4649,0 - 9,VD,4443,Männlich
4650,0 - 9,VD,4491,Männlich
4651,0 - 9,VD,4413,Männlich
4652,0 - 9,VD,4633,Männlich
4653,0 - 9,VD,4372,Männlich
4654,0 - 9,VD,4330,Männlich
4655,0 - 9,VD,4475,Männlich
4656,10 - 19,VD,4496,Männlich
4657,10 - 19,VD,4358,Männlich
4658,10 - 19,VD,4457,Männlich
4659,10 - 19,VD,4681,Männlich
4660,10 - 19,VD,4338,Männlich
4661,10 - 19,VD,4374,Männlich
4662,10 - 19,VD,5041,Männlich
4663,10 - 19,VD,5080,Männlich
4664,10 - 19,VD,4466,Männlich
4665,10 - 19,VD,4434,Männlich
4666,20 - 29,VD,5306,Männlich
4667,20 - 29,VD,5775,Männlich
4668,20 - 29,VD,5652,Männlich
4669,20 - 29,VD,5363,Männlich
4670,20 - 29,VD,5085,Männlich
4671,20 - 29,VD,5494,Männlich
4672,20 - 29,VD,5312,Männlich
4673,20 - 29,VD,5145,Männlich
4674,20 - 29,VD,5148,Männlich
4675,20 - 29,VD,5865,Männlich
4676,30 - 39,VD,5906,Männlich
4677,30 - 39,VD,5699,Männlich
4678,30 - 39,VD,5655,Männlich
4679,30 - 39,VD,5766,Männlich
4680,30 - 39,VD,5835,Männlich
4681,30 - 39,VD,5879,Männlich
4682,30 - 39,VD,5833,Männlich
4683,30 - 39,VD,5636,Männlich
4684,30 - 39,VD,5755,Männlich
4685,30 - 39,VD,5840,Männlich
4686,40 - 49,VD,5785,Männlich
4687,40 - 49,VD,5713,Männlich
4688,40 - 49,VD,6004,Männlich
4689,40 - 49,VD,5761,Männlich
4690,40 - 49,VD,5637,Männlich
4691,40 - 49,VD,5828,Männlich
4692,40 - 49,VD,5747,Männlich
4693,40 - 49,VD,5806,Männlich
4694,40 - 49,VD,5830,Männlich
4695,40 - 49,VD,5537,Männlich
4696,50 - 59,VD,5942,Männlich
4697,50 - 59,VD,5942,Männlich
4698,50 - 59,VD,5043,Männlich
4699,50 - 59,VD,5959,Männlich
4700,50 - 59,VD,5791,Männlich
4701,50 - 59,VD,5137,Männlich
4702,50 - 59,VD,5763,Männlich
4703,50 - 59,VD,5935,Männlich
4704,50 - 59,VD,4844,Männlich
4705,50 - 59,VD,5547,Männlich
4706,60 - 69,VD,3409,Männlich
4707,60 - 69,VD,3154,Männlich
4708,60 - 69,VD,3185,Männlich
4709,60 - 69,VD,4439,Männlich
4710,60 - 69,VD,3601,Männlich
4711,60 - 69,VD,3879,Männlich
4712,60 - 69,VD,4632,Männlich
4713,60 - 69,VD,3112,Männlich
4714,60 - 69,VD,3273,Männlich
4715,60 - 69,VD,4059,Männlich
4716,70 - 79,VD,3205,Männlich
4717,70 - 79,VD,2877,Männlich
4718,70 - 79,VD,1873,Männlich
4719,70 - 79,VD,2707,Männlich
4720,70 - 79,VD,3149,Männlich
4721,70 - 79,VD,2140,Männlich
4722,70 - 79,VD,3030,Männlich
4723,70 - 79,VD,3194,Männlich
4724,70 - 79,VD,2530,Männlich
4725,70 - 79,VD,1824,Männlich
4726,80+,VD,22,Männlich
4727,80+,VD,82,Männlich
4728,80+,VD,1447,Männlich
4729,80+,VD,258,Männlich
4730,80+,VD,496,Männlich
4731,80+,VD,877,Männlich
4732,80+,VD,1573,Männlich
4733,80+,VD,1218,Männlich
4734,80+,VD,1002,Männlich
4735,80+,VD,1678,Männlich
4736,80+,VD,27,Männlich
4737,80+,VD,1407,Männlich
4738,80+,VD,36,Männlich
4739,80+,VD,633,Männlich
4740,80+,VD,137,Männlich
4741,80+,VD,320,Männlich
4742,80+,VD,66,Männlich
4743,80+,VD,216,Männlich
4744,80+,VD,1107,Männlich
4745,80+,VD,793,Männlich
4746,80+,VD,392,Männlich
4747,0 - 9,VD,4227,Weiblich
4748,0 - 9,VD,4162,Weiblich
4749,0 - 9,VD,4233,Weiblich
4750,0 - 9,VD,4232,Weiblich
4751,0 - 9,VD,4361,Weiblich
4752,0 - 9,VD,4358,Weiblich
4753,0 - 9,VD,4238,Weiblich
4754,0 - 9,VD,4167,Weiblich
4755,0 - 9,VD,4242,Weiblich
4756,0 - 9,VD,4187,Weiblich
4757,10 - 19,VD,4344,Weiblich
4758,10 - 19,VD,4203,Weiblich
4759,10 - 19,VD,4203,Weiblich
4760,10 - 19,VD,4260,Weiblich
4761,10 - 19,VD,4143,Weiblich
4762,10 - 19,VD,4225,Weiblich
4763,10 - 19,VD,4857,Weiblich
4764,10 - 19,VD,4211,Weiblich
4765,10 - 19,VD,4065,Weiblich
4766,10 - 19,VD,4782,Weiblich
4767,20 - 29,VD,4804,Weiblich
4768,20 - 29,VD,5663,Weiblich
4769,20 - 29,VD,4785,Weiblich
4770,20 - 29,VD,4922,Weiblich
4771,20 - 29,VD,5048,Weiblich
4772,20 - 29,VD,5593,Weiblich
4773,20 - 29,VD,4844,Weiblich
4774,20 - 29,VD,4766,Weiblich
4775,20 - 29,VD,5753,Weiblich
4776,20 - 29,VD,5393,Weiblich
4777,30 - 39,VD,5694,Weiblich
4778,30 - 39,VD,5766,Weiblich
4779,30 - 39,VD,5656,Weiblich
4780,30 - 39,VD,5899,Weiblich
4781,30 - 39,VD,5737,Weiblich
4782,30 - 39,VD,5971,Weiblich
4783,30 - 39,VD,5677,Weiblich
4784,30 - 39,VD,5793,Weiblich
4785,30 - 39,VD,5931,Weiblich
4786,30 - 39,VD,5659,Weiblich
4787,40 - 49,VD,5703,Weiblich
4788,40 - 49,VD,6125,Weiblich
4789,40 - 49,VD,5926,Weiblich
4790,40 - 49,VD,5841,Weiblich
4791,40 - 49,VD,5960,Weiblich
4792,40 - 49,VD,5915,Weiblich
4793,40 - 49,VD,5920,Weiblich
4794,40 - 49,VD,6090,Weiblich
4795,40 - 49,VD,5924,Weiblich
4796,40 - 49,VD,5786,Weiblich
4797,50 - 59,VD,5994,Weiblich
4798,50 - 59,VD,5102,Weiblich
4799,50 - 59,VD,5912,Weiblich
4800,50 - 59,VD,5967,Weiblich
4801,50 - 59,VD,6018,Weiblich
4802,50 - 59,VD,5521,Weiblich
4803,50 - 59,VD,4918,Weiblich
4804,50 - 59,VD,5018,Weiblich
4805,50 - 59,VD,6043,Weiblich
4806,50 - 59,VD,5860,Weiblich
4807,60 - 69,VD,3748,Weiblich
4808,60 - 69,VD,4092,Weiblich
4809,60 - 69,VD,3697,Weiblich
4810,60 - 69,VD,3849,Weiblich
4811,60 - 69,VD,4442,Weiblich
4812,60 - 69,VD,3725,Weiblich
4813,60 - 69,VD,3921,Weiblich
4814,60 - 69,VD,4764,Weiblich
4815,60 - 69,VD,3678,Weiblich
4816,60 - 69,VD,3745,Weiblich
4817,70 - 79,VD,3718,Weiblich
4818,70 - 79,VD,2758,Weiblich
4819,70 - 79,VD,3862,Weiblich
4820,70 - 79,VD,3501,Weiblich
4821,70 - 79,VD,3791,Weiblich
4822,70 - 79,VD,3449,Weiblich
4823,70 - 79,VD,3125,Weiblich
4824,70 - 79,VD,2400,Weiblich
4825,70 - 79,VD,3398,Weiblich
4826,70 - 79,VD,2529,Weiblich
4827,80+,VD,408,Weiblich
4828,80+,VD,155,Weiblich
4829,80+,VD,2175,Weiblich
4830,80+,VD,96,Weiblich
4831,80+,VD,2106,Weiblich
4832,80+,VD,1506,Weiblich
4833,80+,VD,1807,Weiblich
4834,80+,VD,1140,Weiblich
4835,80+,VD,334,Weiblich
4836,80+,VD,729,Weiblich
4837,80+,VD,1952,Weiblich
4838,80+,VD,1532,Weiblich
4839,80+,VD,542,Weiblich
4840,80+,VD,222,Weiblich
4841,80+,VD,924,Weiblich
4842,80+,VD,811,Weiblich
4843,80+,VD,1257,Weiblich
4844,80+,VD,2325,Weiblich
4845,80+,VD,153,Weiblich
4846,80+,VD,1642,Weiblich
4847,80+,VD,2011,Weiblich
4848,0 - 9,VS,1694,Männlich
4849,0 - 9,VS,1727,Männlich
4850,0 - 9,VS,1679,Männlich
4851,0 - 9,VS,1718,Männlich
4852,0 - 9,VS,1746,Männlich
4853,0 - 9,VS,1718,Männlich
4854,0 - 9,VS,1731,Männlich
4855,0 - 9,VS,1690,Männlich
4856,0 - 9,VS,1743,Männlich
4857,0 - 9,VS,1673,Männlich
4858,10 - 19,VS,1816,Männlich
4859,10 - 19,VS,1671,Männlich
4860,10 - 19,VS,1730,Männlich
4861,10 - 19,VS,1756,Männlich
4862,10 - 19,VS,1769,Männlich
4863,10 - 19,VS,1741,Männlich
4864,10 - 19,VS,1661,Männlich
4865,10 - 19,VS,1933,Männlich
4866,10 - 19,VS,1678,Männlich
4867,10 - 19,VS,1985,Männlich
4868,20 - 29,VS,2103,Männlich
4869,20 - 29,VS,2191,Männlich
4870,20 - 29,VS,2354,Männlich
4871,20 - 29,VS,2090,Männlich
4872,20 - 29,VS,2413,Männlich
4873,20 - 29,VS,2319,Männlich
4874,20 - 29,VS,2178,Männlich
4875,20 - 29,VS,2066,Männlich
4876,20 - 29,VS,2359,Männlich
4877,20 - 29,VS,2040,Männlich
4878,30 - 39,VS,2311,Männlich
4879,30 - 39,VS,2406,Männlich
4880,30 - 39,VS,2324,Männlich
4881,30 - 39,VS,2301,Männlich
4882,30 - 39,VS,2257,Männlich
4883,30 - 39,VS,2259,Männlich
4884,30 - 39,VS,2309,Männlich
4885,30 - 39,VS,2395,Männlich
4886,30 - 39,VS,2289,Männlich
4887,30 - 39,VS,2185,Männlich
4888,40 - 49,VS,2388,Männlich
4889,40 - 49,VS,2159,Männlich
4890,40 - 49,VS,2401,Männlich
4891,40 - 49,VS,2209,Männlich
4892,40 - 49,VS,2462,Männlich
4893,40 - 49,VS,2466,Männlich
4894,40 - 49,VS,2171,Männlich
4895,40 - 49,VS,2284,Männlich
4896,40 - 49,VS,2506,Männlich
4897,40 - 49,VS,2180,Männlich
4898,50 - 59,VS,2579,Männlich
4899,50 - 59,VS,2740,Männlich
4900,50 - 59,VS,2472,Männlich
4901,50 - 59,VS,2605,Männlich
4902,50 - 59,VS,2729,Männlich
4903,50 - 59,VS,2677,Männlich
4904,50 - 59,VS,2388,Männlich
4905,50 - 59,VS,2606,Männlich
4906,50 - 59,VS,2786,Männlich
4907,50 - 59,VS,2615,Männlich
4908,60 - 69,VS,1871,Männlich
4909,60 - 69,VS,1815,Männlich
4910,60 - 69,VS,1856,Männlich
4911,60 - 69,VS,2007,Männlich
4912,60 - 69,VS,1763,Männlich
4913,60 - 69,VS,2084,Männlich
4914,60 - 69,VS,1817,Männlich
4915,60 - 69,VS,2200,Männlich
4916,60 - 69,VS,1957,Männlich
4917,60 - 69,VS,2281,Männlich
4918,70 - 79,VS,1179,Männlich
4919,70 - 79,VS,992,Männlich
4920,70 - 79,VS,994,Männlich
4921,70 - 79,VS,1306,Männlich
4922,70 - 79,VS,1619,Männlich
4923,70 - 79,VS,1471,Männlich
4924,70 - 79,VS,1695,Männlich
4925,70 - 79,VS,1535,Männlich
4926,70 - 79,VS,1853,Männlich
4927,70 - 79,VS,1817,Männlich
4928,80+,VS,437,Männlich
4929,80+,VS,98,Männlich
4930,80+,VS,65,Männlich
4931,80+,VS,181,Männlich
4932,80+,VS,744,Männlich
4933,80+,VS,357,Männlich
4934,80+,VS,577,Männlich
4935,80+,VS,532,Männlich
4936,80+,VS,265,Männlich
4937,80+,VS,131,Männlich
4938,80+,VS,59,Männlich
4939,80+,VS,31,Männlich
4940,80+,VS,5,Männlich
4941,80+,VS,224,Männlich
4942,80+,VS,634,Männlich
4943,80+,VS,846,Männlich
4944,80+,VS,8,Männlich
4945,80+,VS,25,Männlich
4946,80+,VS,923,Männlich
4947,80+,VS,7,Männlich
4948,80+,VS,739,Männlich
4949,0 - 9,VS,1646,Weiblich
4950,0 - 9,VS,1615,Weiblich
4951,0 - 9,VS,1692,Weiblich
4952,0 - 9,VS,1690,Weiblich
4953,0 - 9,VS,1606,Weiblich
4954,0 - 9,VS,1569,Weiblich
4955,0 - 9,VS,1635,Weiblich
4956,0 - 9,VS,1617,Weiblich
4957,0 - 9,VS,1631,Weiblich
4958,0 - 9,VS,1748,Weiblich
4959,10 - 19,VS,1580,Weiblich
4960,10 - 19,VS,1635,Weiblich
4961,10 - 19,VS,1856,Weiblich
4962,10 - 19,VS,1578,Weiblich
4963,10 - 19,VS,1611,Weiblich
4964,10 - 19,VS,1720,Weiblich
4965,10 - 19,VS,1911,Weiblich
4966,10 - 19,VS,1558,Weiblich
4967,10 - 19,VS,1661,Weiblich
4968,10 - 19,VS,1587,Weiblich
4969,20 - 29,VS,2032,Weiblich
4970,20 - 29,VS,2033,Weiblich
4971,20 - 29,VS,2036,Weiblich
4972,20 - 29,VS,2292,Weiblich
4973,20 - 29,VS,2117,Weiblich
4974,20 - 29,VS,2040,Weiblich
4975,20 - 29,VS,2017,Weiblich
4976,20 - 29,VS,2256,Weiblich
4977,20 - 29,VS,2284,Weiblich
4978,20 - 29,VS,2203,Weiblich
4979,30 - 39,VS,2291,Weiblich
4980,30 - 39,VS,2323,Weiblich
4981,30 - 39,VS,2198,Weiblich
4982,30 - 39,VS,2152,Weiblich
4983,30 - 39,VS,2263,Weiblich
4984,30 - 39,VS,2225,Weiblich
4985,30 - 39,VS,2215,Weiblich
4986,30 - 39,VS,2150,Weiblich
4987,30 - 39,VS,2128,Weiblich
4988,30 - 39,VS,2309,Weiblich
4989,40 - 49,VS,2235,Weiblich
4990,40 - 49,VS,2202,Weiblich
4991,40 - 49,VS,2292,Weiblich
4992,40 - 49,VS,2152,Weiblich
